0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	22	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	69	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	9	31	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	30	78	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8	17	39	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	16	38	87	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8	16	25	47	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	15	24	46	94	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	14	23	32	54	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	13	22	31	53	101	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	13	21	29	38	60	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	12	20	28	37	59	107	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	12	19	27	35	44	66	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	11	18	26	34	43	65	113	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	12	18	25	32	41	50	72	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	11	17	24	31	40	49	71	119	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	11	17	23	30	38	46	55	77	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	10	16	22	29	37	45	54	76	124	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	10	16	22	28	35	43	51	60	82	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	9	15	21	27	34	42	50	59	81	129	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	10	15	20	26	33	40	47	56	65	86	135	0	0	0	0	0	0	0	0	0	0	0	0	0
4	9	14	19	25	32	39	46	55	64	85	134	315	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	9	14	19	25	31	37	44	52	60	69	91	139	0	0	0	0	0	0	0	0	0	0	0	0
3	8	13	18	24	30	36	43	51	59	68	90	138	319	0	0	0	0	0	0	0	0	0	0	0	0
0	4	9	13	18	24	29	35	42	48	56	64	73	95	144	0	0	0	0	0	0	0	0	0	0	0
3	8	12	17	23	28	34	41	47	55	63	72	94	143	324	0	0	0	0	0	0	0	0	0	0	0
0	4	8	13	17	22	28	33	39	46	52	60	68	77	99	148	0	0	0	0	0	0	0	0	0	0
3	7	12	16	21	27	32	38	45	51	59	67	76	98	147	328	0	0	0	0	0	0	0	0	0	0
0	4	8	12	17	21	26	31	37	43	49	56	64	72	81	103	151	0	0	0	0	0	0	0	0	0
3	7	71	16	20	25	30	36	42	48	55	63	71	80	102	150	331	0	0	0	0	0	0	0	0	0
0	4	8	12	16	20	25	30	35	41	47	53	60	68	76	85	107	155	0	0	0	0	0	0	0	0
3	7	11	15	19	24	29	34	40	46	52	59	67	75	84	106	154	335	0	0	0	0	0	0	0	0
0	4	7	11	15	19	24	28	33	39	44	50	57	64	71	79	88	110	159	0	0	0	0	0	0	0
3	6	10	14	18	23	27	32	38	43	49	56	63	70	78	87	109	158	339	0	0	0	0	0	0	0
0	3	7	11	14	18	23	27	32	37	42	48	54	60	67	74	83	92	114	162	0	0	0	0	0	0
2	6	10	13	17	22	26	31	36	41	47	53	59	66	73	82	91	113	161	342	0	0	0	0	0	0
0	3	7	10	14	18	22	26	30	35	40	45	51	57	63	70	78	86	95	117	165	0	0	0	0	0
2	6	9	13	17	21	25	29	34	39	44	50	56	62	69	77	85	94	116	164	345	0	0	0	0	0
0	3	6	10	13	17	21	25	29	34	38	43	48	54	60	66	73	81	89	98	120	168	0	0	0	0
2	5	9	12	16	20	24	28	33	37	42	48	53	59	65	72	80	88	97	119	167	348	0	0	0	0
0	3	6	9	13	16	20	24	28	32	37	41	46	51	57	63	69	76	84	92	101	123	171	0	0	0
2	5	8	12	15	19	23	27	31	36	40	45	50	56	62	68	75	83	91	100	122	170	351	0	0	0
0	3	6	9	12	16	19	23	27	31	35	40	44	49	54	60	66	72	79	87	95	104	126	174	0	0
2	5	8	11	15	18	22	26	30	34	39	43	48	53	59	65	71	78	86	94	103	125	173	354	0	0
0	3	6	9	12	15	19	22	26	30	34	38	42	47	52	57	63	69	75	82	90	98	107	129	177	0
2	5	8	11	14	18	21	25	29	33	37	41	46	51	56	62	68	74	81	89	97	106	128	176	357	0
0	3	6	9	12	15	18	21	25	29	32	36	41	45	50	55	60	66	72	78	85	92	101	110	132	180
2	5	8	11	14	17	20	24	28	31	35	40	44	49	54	59	65	71	77	84	91	100	109	131	179	360
